1,P,AMD310,MINI PROJECT,3.0,0,0,6,MURALI CHOLEMARI,0,
237,E,CSL868,SPECIAL TOPICS IN DATA BASE SYSTEMS,3.0,3,0,0,S K GUPTA,0,
238,P,CSP701,Software Systems Laboratory,3.0,0,0,6,HUZUR SARAN,0,CORE
239,P,CSP745,DIGITAL SYSTEMS LAB,3.0,0,0,6,M BALAKRISHNA N,0,CORE
240,P,CSS310,INDEPENDENT STUDY (CS),3.0,0,3,0,VINAY RIBEIRO,0,
241,P,CSS799,INDEPENDENT STUDY,3.0,0,3,0,AMIT KUMAR,0,
242,P,CST410,PRACTICAL TRAINING,0.0,0,0,0,SAROJ KAUSHIK,0,CORE
243,P,CYD660,PROJECT PART 1,3.0,0,0,6,S NAGENDRAN,0,CORE
244,P,CYD799,MINOR PROJECT,3.0,0,0,6,NALIN PANT,0,CORE
245,P,CYD801,MAJOR PROJECT PART-I,6.0,0,0,12,NALIN PANT,0,CORE
246,P,CYD803,MAJOR PROJECT PART-I,4.0,0,0,8,NALIN PANT,0,CORE
247,CM,CYL100,INTRODUCTION TO CHEMISTRY,3.0,3,0,0,NIDHI JAIN,0,
248,EP,CYL100,INTRODUCTION TO CHEMISTRY,3.0,3,0,0,NIDHI JAIN,0,
249,D,CYL120,INORGANIC & ORGANIC CHEMISTRY- CONCEPTS & APPLNS,4.0,3,1,0,S NAGENDRAN,0,CORE
250,B,CYL501,MOLECULAR THERMODYNAMICS,3.0,3,0,0,CHARUSITA CHAKRAVART Y,0,CORE
251,D,CYL502,STEREOCHEMISTRY AND ORGANIC REACTION MECHANISMS,3.0,3,0,0,P S PANDEY,0,CORE
252,C,CYL503,MAIN GROUP CHEMISTRY AND INORGANIC SOLIDS,3.0,3,0,0,ANIL ELIAS,0,CORE
253,F,CYL504,BIOCHEMISTRY I,3.0,3,0,0,B JAYARAM,0,CORE
254,E,CYL505,INSTRUMENTAL METHODS OF ANALYSIS,3.0,3,0,0,A K SINGH,0,CORE
255,D,CYL601,GROUP THEORY & SPECTROSCOPY,3.0,3,0,0,PRAMIT CHOWDHURY,0,CORE
256,J,CYL602,PERICYCLIC REACTIONS AND PHOTOCHEMISTRY,3.0,3,0,0,S NAGENDRAN,0,CORE
257,H,CYL603,BASIC ORGANOMETALLIC CHEMISTRY,3.0,3,0,0,JAI SINGH,0,CORE
258,E,CYL604,BIOCHEMISTRY III,3.0,3,0,0,SUNIL KHARE,0,CORE
259,C,CYL665,SOLID STATE CHEMISTRY,3.0,3,0,0,A RAMANAN,0,
260,A,CYL677,SUPRAMOLECULAR CHEMISTRY,3.0,3,0,0,H M CHAWLA,0,
261,K,CYL678,RECENT TRENDS IN ORGANIC CHEMISTRY,3.0,3,0,0,RAVI SINGH,0,
262,F,CYL686,INORGANIC POLYMERS,3.0,3,0,0,S NAGENDRAN,0,
263,B,CYL687,BIO-INORGANIC CHEMISTRY,3.0,3,0,0,D K BANDYOPADH YAY,0,
264,F,CYL703,SPECTROCHEMICAL METHODS,5.0,3,0,4,SHASHANK DEEP,0,
265,K,CYL704,CHEMICAL COMPUTATIONS,3.0,2,0,2,S NAGENDRAN,0,
266,D,CYL721,"DESIGN SYNTHESIS, & CHARACTERIZATION OF ORGANIC",3.0,3,0,0,N G RAMESH,0,CORE
267,J,CYL723,Principles and Practice of Optical and NMR Spectroscopy,3.0,3,0,0,SIDDHARTH PANDEY,0,
268,E,CYL725,MOLECULES TO MATERIALS,3.0,3,0,0,V HARIDAS,0,CORE
269,L,CYL732,Electoanalytical Chemistry,3.0,3,0,0,S NAGENDRAN,0,
270,QP,CYP100,CHEMISTRY LABORATORY,2.0,0,0,4,SHASHANK DEEP,0,CORE
271,QM,CYP100,CHEMISTRY LABORATORY,2.0,0,0,4,PRAMIT CHOWDHURY,0,CORE
272,P,CYP501,PHYSICAL CHEMISTRY LABORATORY COURSE I,2.0,0,0,4,S NAGENDRAN,0,CORE
273,P,CYP502,ORGANIC CHEMISTRY LABORATORY COURSE I,2.0,0,0,4,S NAGENDRAN,0,CORE
274,P,CYP503,INORGANIC CHEMISTRY LABORATORY COURSE I,2.0,0,0,4,RAVI GUNTURI,0,CORE
275,P,CYP504,BIOCHEMISTRY LABORATORY COURSE I,2.0,0,0,4,SUNIL KHARE,0,CORE
276,P,CYP722,"LAB ON DESIGN,SYNTHESIS & CHARACTERIZATION OF ORG.",3.0,0,0,6,N G RAMESH,0,CORE
277,P,CYP803,GLASS BLOWING,1.0,0,0,2,SAMEER SAPRA,0,
278,P,CYS801,INDEPENDENT STUDY,4.0,0,0,8,NALIN PANT,0,
279,P,DIC701,SEMINARS,1.0,0,0,2,SUMER SINGH,0,CORE
280,P,DID891,PROJECT - III,8.5,0,1,15,JYOTI KUMAR,0,CORE
281,E,DIL711,FRAMEWORK OF DESIGN,4.0,2,0,4,JYOTI KUMAR,0,CORE
282,H,DIL731,APPLIED ERGONOMICS,3.5,2,0,3,JYOTI KUMAR,0,CORE
283,P,DIP721,EXPLORATORY PRODUCT DESIGN METHODS,3.0,1,0,4,S K ATREYA,0,CORE
284,P,DIP741,PRODUCT FORM AND AESTHETICS,3.0,1,0,4,SUMER SINGH,0,CORE
285,C,DIP751,COMMUNICATION & PRESENTATION SKILLS,4.0,1,0,6,SUMER SINGH,0,CORE
286,P,DIP781,ENGG FUNCTION MATERIALS & PROCESSES,3.0,1,0,4,SUMER SINGH,0,CORE
287,P,DIP791,PROJECT INTERFACE DESIGN(PROJECT-I),4.0,0,1,6,S K ATREYA,0,CORE
288,F,DIP811,PRODUCT SYSTEMS SERVICES AND ENVIRONMENT,3.0,1,0,4,SUMER SINGH,0,CORE
289,P,DIP841,ADVANCED FORM STUDIES,3.5,1,0,5,JYOTI KUMAR,0,CORE
290,P,DIR853,COMPUTER AIDED INDUSTRIAL DESIGN,2.5,1,0,3,S K ATREYA,0,
291,P,EEC410,COLLOQUIUM (EE),3.0,0,3,0,S JANARDHANA N,0,CORE
292,P,EEC420,COLLOQUIUM (EP),3.0,0,3,0,ABHIJIT ABHYANKAR,0,CORE
293,P,EED310,MINI PROJECT (EE),3.0,0,0,6,ANUJ DHAWAN,0,
294,P,EED411,MAJOR PROJECT PART 1 (EE),3.0,0,0,6,SUMANTRA DUTTA ROY,0,CORE
295,P,EED421,MAJOR PROJECT PART 1 (EP),3.0,0,0,6,SUMANTRA DUTTA ROY,0,CORE
296,P,EED422,MAJOR PROJECT PART 2 (EP),7.0,0,0,14,SUMANTRA DUTTA ROY,0,CORE
297,P,EED701,MINOR PROJECT,2.0,0,0,4,SUMANTRA DUTTA ROY,0,CORE
298,P,EED801,MAJOR PROJECT PART-I,6.0,0,0,12,SUMANTRA DUTTA ROY,0,CORE
299,P,EED842,MAJOR PROJECT PART-I,6.0,0,0,12,MUMMADI VEERACHARY,0,CORE
300,P,EED843,MAJOR PROJECT PART -II,12.0,0,0,24,MUMMADI VEERACHARY,0,CORE
301,P,EED851,MAJOR PROJECT PART 1 (EI),6.0,0,0,12,SAIF MOHAMMED,0,CORE
302,P,EED852,MAJOR PROJECT PART 2 (EI),14.0,0,0,28,SAIF MOHAMMED,0,CORE
303,P,EED853,MAJOR PROJECT PART 1 (EI),4.0,0,0,8,SAIF MOHAMMED,0,CORE
304,P,EED861,MAJOR PROJECT PART-I,6.0,0,0,12,SAIF MOHAMMED,0,CORE
305,P,EED875,MAJOR PROJECT PART-I,6.0,0,0,12,SHUBHENDU BHASIN,0,CORE
306,P,EED888,MAJOR PROJECT PART - 1,6.0,0,0,12,SHOURIBRAT A CHATTERJEE,0,CORE
307,P,EED890,MAJOR PROJECT PART-I,6.0,0,0,12,ABHIJIT ABHYANKAR,0,CORE
308,P,EED895,MAJOR PROJECT,40.0,0,0,80,BIJAYA PANIGRAHI,0,
309,P,EED898,MAJOR PROJECT PART-II,12.0,0,0,24,ABHIJIT ABHYANKAR,0,CORE
310,AP,EEL100,INTRODUCTION TO ELECTRICAL ENGINEERING,4.0,3,0,2,P R BIJWE,0,
311,AM,EEL100,INTRODUCTION TO ELECTRICAL ENGINEERING,4.0,3,0,2,SANTANU CHAUDHURY,0,
312,AP,EEL101,FUNDAMENTALS OF ELECT ENGG,4.0,3,0,2,SUKUMAR MISHRA,0,CORE
313,C,EEL102,PRINCIPLES OF ELECT ENGG,4.0,3,0,2,BREJESH LALL,0,CORE
314,E,EEL203,ELECTROMECHANICS,4.0,3,1,0,AMIT KUMAR JAIN,0,CORE
315,F,EEL205,SIGNALS & SYSTEMS,4.0,3,1,0,S D JOSHI,0,CORE
316,E,EEL207,ENGINEERING ELECTROMAGNETICS,4.0,3,1,0,UDAY KHANKHOJE,0,CORE
317,C,EEL218,PHYSICAL ELECTRONICS,3.0,3,0,0,MADHUSUDA N SINGH,0,
318,F,EEL303,"POWER ENGINEERING I",4.0,3,1,0,NILANJAN SENROY,0,CORE
319,D,EEL305,ELECTRIC DRIVES,4.0,3,1,0,K R RAJAGOPAL,0,CORE
320,B,EEL319,DIGITAL SIGNAL PROCESSING,4.0,3,0,2,SAIF MOHAMMED,0,
321,J,EEL324,DIGITAL HARDWARE DESIGN,3.0,3,0,0,TURBO MAJUMDER,0,
322,B,EEL325,CONTROL ENGINEERING - II,3.0,3,0,0,SHUBHENDU BHASIN,0,
323,C,EEL358,OPERATING SYSTEMS,3.0,3,0,0,M HANMANDLU,0,
324,H,EEL375,EMBEDDED SYSTEMS,5.0,3,0,4,S MK RAHMAN,0,
325,M,EEL452,HVDC TRANSMISSION,3.0,3,0,0,SUKUMAR MISHRA,0,
326,B,EEL456,"POWER ENGINEERING II",4.0,3,0,2,MOHAN KOTHARI,0,
327,A,EEL601,COMPUTER ARCHITECTURE,3.0,3,0,0,SUMANTRA DUTTA ROY,0,CORE
328,B,EEL702,SYSTEM SOFTWARE,4.0,3,0,2,SUMEET AGARWAL,0,CORE
329,M,EEL709,PATTERN RECOGNITION,3.0,3,0,0,SANTANU CHAUDHURY,0,
330,F,EEL710,CODING THEORY,3.0,3,0,0,RANJAN BOSE,0,
331,A,EEL711,SIGNAL THEORY,3.0,3,0,0,RANJAN MALLIK,0,CORE
332,D,EEL713,MICROWAVE THEORY AND CIRCUITS,3.0,3,0,0,MAHESH ABEGAONKAR,0,CORE
333,E,EEL714,INFORMATION THEORY,3.0,3,0,0,MANAV BHATNAGAR,0,
334,B,EEL721,LINEAR SYSTEM THEORY,3.0,3,0,0,INDRA KAR,0,CORE
335,C,EEL731,DIGITAL SIGNAL PROCESSING-I,3.0,3,0,0,R K PATNEY,0,CORE
336,C,EEL732,MICROELECTRONICS,3.0,3,0,0,M JAGADESH KUMAR,0,CORE
337,E,EEL734,MOS VLSI,3.0,3,0,0,BASABI BHAUMIK,0,CORE
338,J,EEL741,MODELLING & ANALYSIS OF ELECTRICAL MACHINES,3.0,3,0,0,K R RAJAGOPAL,0,CORE
339,H,EEL742,PHYSICAL PHENOMENON & DESIGN CONCEPTS IN MACHINES,3.0,3,0,0,BHIM SINGH,0,CORE
340,A,EEL743,POWER ELECTRONIC DEVICES & DC CONVERTERS,3.0,3,0,0,MUMMADI VEERACHARY,0,CORE
341,B,EEL744,AC CONTROLLERS,3.0,3,0,0,BHIM SINGH,0,CORE
342,H,EEL749,SPECIAL ELECTROMECHANICAL SYSTEMS,3.0,3,0,0,BHIM SINGH,0,
343,H,EEL754,COMPUTER GRAPHICS,4.0,3,0,2,M HANMANDLU,0,
344,B,EEL762,DIGITAL COMMUNICATION,3.0,3,0,0,SHANKAR PRAKRIYA,0,CORE
345,F,EEL769,DIGITAL COMMUNICATION AND INFORMATION SYSTEMS,3.0,3,0,0,VINOD CHANDRA,0,CORE
346,F,EEL771,RANDOM PROCESS IN CONTROL & ESTIMATION,3.0,3,0,0,RKP BHATT,0,CORE
347,J,EEL781,NEURAL NETWORKS,3.0,3,0,0,JAYADEVA,0,
348,D,EEL782,ANALOG INTEGRATED CIRCUITS,3.0,3,0,0,MUKUL SARKAR,0,CORE
349,H,EEL789,OPTOELECTRONIC INSTRUMENTATION,3.0,3,0,0,V K JAIN,0,
350,A,EEL791,POWER SYSTEM ANALYSIS,3.0,3,0,0,ABHIJIT ABHYANKAR,0,CORE
351,E,EEL792,POWER SYSTEM PROTECTION,3.0,3,0,0,BIJAYA PANIGRAHI,0,CORE
352,M,EEL794,HIGH VOLTAGE DC TRANSMISSION,3.0,3,0,0,SUKUMAR MISHRA,0,
353,F,EEL797,POWER SYSTEM DYNAMICS,3.0,3,0,0,MOHAN KOTHARI,0,CORE
354,C,EEL806,COMPUTER VISION,4.0,3,0,2,SUMANTRA DUTTA ROY,0,
355,B,EEL813,SELECTED TOPICS III,3.0,3,0,0,KUSHAL KUMAR SHAH,0,
356,M,EEL818,TELECOMMUNICATION TECHNOLOGIES,3.0,3,0,0,SUBRAT KAR,0,CORE
357,D,EEL823,DISCRETE TIME SYSTEMS,3.0,3,0,0,S JANARDHANA N,0,
358,M,EEL824,NONLINEAR SYSTEMS,3.0,3,0,0,SHAUNAK SEN,0,
359,D,EEL831,DIGITAL SIGNAL PROCESSING II,3.0,3,0,0,BREJESH LALL,0,
360,E,EEL838,CMOS RF IC DESIGN,3.0,3,0,0,G S VISWESWARA N,0,
361,M,EEL844,ADVANCED OR SELECTED TOPICS IN POWER ELECTRONICS,3.0,3,0,0,MUMMADI VEERACHARY,0,
362,D,EEL851,SPECIAL TOPICS IN COMPUTERS I,3.0,3,0,0,SANTANU CHAUDHURY,0,
363,L,EEL852,SPECIAL TOPICS IN COMPUTERS - II,3.0,3,0,0,SWADES DE,0,
364,B,EEL858,MOBILE COMPUTING,3.0,3,0,0,H M GUPTA,0,
365,F,EEL861,SELECTED TOPICS IN COMMUN ENGG.-I,3.0,3,0,0,S D JOSHI,0,
366,M,EEL862,SELECTED TOPICS IN COMMUNICATION ENGINEERING-II,3.0,3,0,0,ANUJ DHAWAN,0,
367,C,EEL863,SELECTED TOPICS IN COMMUNICATION ENGINEERING - III,3.0,3,0,0,SURINDRA PRASAD,0,
368,E,EEL879,SELECTED TOPICS IN ADV CONTROL & SYSTEM THEORY-II,3.0,3,0,0,MASHUQ-UN- NABI,0,
369,L,EEL881,ISSUES IN DEEP SUBMICRO CMOS IC DESIGN,3.0,3,0,0,SHOURIBRAT A CHATTERJEE,0,
370,A,EEL890,PHOTONIC SWITCHING AND NETWORKING,3.0,3,0,0,DEVI CHADHA,0,
371,NP,EEN110,INTRO TO ELECT ENGG,2.0,0,0,4,SUMANTRA DUTTA ROY,0,CORE
372,NP,EEN120,INTRO TO ELECT ENGG.(POWER),2.0,0,0,4,ABHIJIT ABHYANKAR,0,CORE
373,E,EEP209,POWER ELECTRONICS LABORATORY,1.5,0,0,3,MUMMADI VEERACHARY,0,CORE
374,F,EEP301,CONTROL ENGINEERING LABORATORY,1.5,0,0,3,SHAUNAK SEN,0,CORE
375,D,EEP306,COMMUNICATION ENGINEERING LABORATORY,1.5,0,0,3,SWADES DE,0,CORE
376,R,EEP701,DIGITAL SYSTEM LAB,2.0,0,0,4,SUBRAT KAR,0,CORE
377,P,EEP717,COMMUNICATION LAB I,2.0,0,0,4,SHANKAR PRAKRIYA,0,CORE
378,D,EEP719,COMMUNICATION LAB II,2.0,0,0,4,S K KOUL,0,CORE
379,P,EEP725,CONTROL LABORATORY,3.0,0,0,6,RKP BHATT,0,CORE
380,P,EEP735,IEC LABORATORY I,3.0,0,0,6,JAYADEVA,0,CORE
381,P,EEP773,TELECOMMUNICATION SOFTWARE LABORATORY,3.0,0,1,4,SUBRAT KAR,0,CORE
382,P,EEP776,WIRELESS COMMUNICATION LABORATORY,3.0,0,1,4,RANJAN BOSE,0,CORE
383,P,EEP791,POWER SYSTEMS LAB-I,2.0,0,0,4,P R BIJWE,0,CORE
384,C,EEP841,ELECTRICAL MACHINES LABORATORY,1.5,0,0,3,K R RAJAGOPAL,0,CORE
385,B,EEP842,POWER ELECTRONICS LABORATORY,1.5,0,0,3,BHIM SINGH,0,CORE
386,P,EET410,PRACTICAL TRAINING,0.0,0,0,0,SUKUMAR MISHRA,0,CORE
387,P,EET420,PRACTICAL TRAINING,0.0,0,0,0,SUKUMAR MISHRA,0,CORE
388,P,EET841,INDUSTRIAL TRAINING AND SEMINAR,3.0,3,0,0,MUMMADI VEERACHARY,0,
389,P,EEV403,SPECIAL MODULE IN ELECTRICAL MACHINES,1.0,1,0,0,SUKUMAR MISHRA,0,
390,P,EPC410,COLLOQUIUM (PH),3.0,0,3,0,JITENDRA SINGH,0,CORE
391,P,EPD411,MAJOR PROJECT PART 1 (PH),3.0,0,0,6,SANTANU GHOSH,0,CORE
392,P,EPD412,MAJOR PROJECT PART 2 (PH),7.0,0,0,14,SANTANU GHOSH,0,
393,A,EPL211,PRINCIPLES OF MATERIAL SYNTHESIS,4.0,3,1,0,SUJEET CHAUDHARY,0,CORE
394,J,EPL213,FUNDAMENTALS OF SEMICONDUCTORS,4.0,3,1,0,RAJENDRA SINGH,0,CORE
395,C,EPL334,LASERS,3.0,3,0,0,AMARTYA SENGUPTA,0,
396,B,EPL335,LOW DIMENSIONAL PHYSICS,4.0,3,1,0,D K PANDYA,0,
397,J,EPL441,APPLICATIONS OF LASERS IN TECHNOLOGY,3.0,3,0,0,ALOKA SINHA,0,
398,E,EPL442,FIBER AND INTEGRATED OPTICS,3.0,3,0,0,B P PAL,0,
399,H,EPL445,ENGINEERING OPTICS,3.0,3,0,0,JOBY JOSEPH,0,
400,D,EPL446,SPINTRONICS AND DATA STORAGE,3.0,3,0,0,PINTU DAS,0,
401,NM,EPN110,IINTRODUCTION TO ENGINEERING PHYSICS,2.0,0,0,4,K THYAGARAJA N,0,CORE
402,P,EPP215,PHYSICS LABORATORY - II,3.0,0,0,6,R K SONI,0,CORE
403,P,EPP301,DESIGN LABORATORY,4.0,0,0,8,JITENDRA SINGH,0,CORE
404,P,EPT410,PRACTICAL TRAINING,0.0,0,0,0,JITENDRA SINGH,0,CORE
405,H,ESL300,SELF-ORGANIZING DYNAMICAL SYSTEMS,3.0,3,0,0,R P SHARMA,0,
406,A,ESL330,"ENERGY, ECOLOGY AND ENVIRONMENT",4.0,3,1,0,T C KANDPAL,0,
407,X2,ESL710,"ENERGY,ECOLOGY AND ENVIRONMENT",3.0,3,0,0,RAMESH NARAYANAN,0,CORE
408,X1,ESL711,FUEL TECHNOLOGY,3.0,3,0,0,M G DASTIDAR,0,CORE
409,F,ESL711,FUEL TECHNOLOGY,3.0,3,0,0,D K SHARMA,0,CORE
410,C,ESL714,POWER PLANT ENGG,3.0,3,0,0,K A SUBRAMANIA N,0,
411,X1,ESL730,DIRECT ENERGY CONVERSION,3.0,3,0,0,A GANGULI,0,CORE
412,B,ESL740,NON-CONVENTIONAL SOURCES OF ENERGY,3.0,3,0,0,VAMSI KOMARALA,0,CORE
413,X3,ESL740,NON-CONVENTIONAL SOURCES OF ENERGY,3.0,3,0,0,RAMESH NARAYANAN,0,CORE
414,X3,ESL745,ENVIRONNENTAL AUDIT & IMPACT ASSESSMENT,3.0,3,0,0,VAMSI KOMARALA,0,
415,J,ESL746,HYDROGEN ENERGY,3.0,3,0,0,L M DAS,0,
416,X1,ESL746,HYDROGEN ENERGY,3.0,3,0,0,K A SUBRAMANIA N,0,
417,E,ESL755,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,3.0,3,0,0,VAMSI KOMARALA,0,
418,D,ESL760,HEAT TRANSFER,3.0,3,0,0,S C MULLICK,0,CORE
419,M,ESL768,WIND & SMALL HYDRO ENERGY SYSTMS,3.0,3,0,0,T S BHATTI,0,
420,X2,ESL768,WIND & SMALL HYDRO ENERGY SYSTMS,3.0,3,0,0,T S BHATTI,0,
421,J,ESL770,SOLAR ENERGY UTILIZATION,3.0,3,0,0,G N TEWARI,0,
422,E,ESL774,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG,3.0,3,0,0,RAMESH NARAYANAN,0,CORE
423,X2,ESL777,ENVIRONMENTAL SCIENCE AND ENGINEERING,3.0,3,0,0,MRS UMA,0,CORE
424,K,ESL810,MHD POWER GENERATION,3.0,3,0,0,R P SHARMA,0,
425,K,ESL850,SOLAR REFRIGERATION AND AIR CONDITIONING,3.0,3,0,0,S C KAUSHIK,0,
426,M,ESL870,FUSION ENERGY,3.0,3,0,0,R P SHARMA,0,
427,X4,ESN704,BASIC THERMAL ENGG,0.0,1,0,0,S C KAUSHIK,0,CORE
428,X4,ESN712,BASIC ELECTRICAL ENGG,0.0,1,0,0,VIRESH DUTTA,0,CORE
429,X5,ESN791,APPLIED MATHEMATICS & COMPUTATIONAL METHODS,0.0,0,0,0,MRS UMA,0,CORE
430,P,ESP713,ENERGY LABORATORY,3.0,0,0,6,VAMSI KOMARALA,0,CORE
431,P,HUC722,SEMINAR,3.0,0,0,6,C A TOMY,0,
432,M,HUL211,INTRODUCTION TO ECONOMICS,4.0,3,1,0,REETIKA KHERA,0,
433,A,HUL211,INTRODUCTION TO ECONOMICS,4.0,3,1,0,JAYAN THOMAS,0,
434,M,HUL212,MICROECONOMICS,4.0,3,1,0,SOURABH PAUL,0,
435,A,HUL213,MACRO ECONOMICS,4.0,3,1,0,V UPADHYAY,0,
436,M,HUL231,AN INTRODUCTION TO LITERATURE,4.0,3,1,0,ANGELIE MULTANI,0,
437,M,HUL239,INDIAN FICTION IN ENGLISH,4.0,3,1,0,RUKMINI NAIR,0,
438,M,HUL242,FUNDAMENTALS OF LANGUAGE SCIENCES,4.0,3,1,0,RAJAKRISHNA N RAJKUMAR,0,
439,A,HUL256,CRITICAL THINKING,4.0,3,1,0,C A TOMY,0,
440,A,HUL261,INTRODUCTION TO PSYCHOLOGY,4.0,3,1,0,PURNIMA SINGH,0,
441,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4.0,3,1,0,FARHANA IBRAHIM,0,
442,M,HUL281,TECHNOLOGY AND GOVERNANCE,4.0,3,1,0,RICHA KUMAR,0,
443,A,HUL286,SOCIAL SCIENCE APPROACHES TO DEVELOPMENT,4.0,3,1,0,UPASNA SHARMA,0,
444,A,HUL289,"SCIENCE, TECHNOLOGY AND HUMAN DEVELOPMENT",4.0,3,1,0,AMBUJ SAGAR,0,
445,M,HUL311,APPLIED GAME THEORY,3.0,3,0,0,DEBASIS MONDAL,0,
446,M,HUL315,ECONOMETRIC METHODS,3.0,3,0,0,ANKUSH AGRAWAL,0,
447,A,HUL317,APPLIED POSITIVE PSYCHOLOGY,4.0,3,1,0,KAMLESH SINGH,0,
448,M,HUL335,INDIAN THEATRE,3.0,3,0,0,ARJUN GHOSH,0,
449,A,HUL336,WORKSHOP IN CREATIVE WRITING,3.0,3,0,0,RUKMINI NAIR,0,
450,A,HUL338,FUNCTIONS OF SATIRE,3.0,3,0,0,DIVYA DWIVEDI,0,
451,A,HUL340,SELECTED TOPICS IN LITERATURE,3.0,3,0,0,Simona Sawhney,0,
452,A,HUL350,SELECTED TOPICS IN LINGUISTICS,3.0,3,0,0,PAROMA SANYAL,0,
453,M,HUL351,PHILOSOPHY OF HISTORY,3.0,3,0,0,BHARATI PURI,0,
454,A,HUL353,PHILOSOPHICAL THEMES IN BIOLOGICAL SCIENCES,3.0,3,0,0,SANIL V,0,
455,M,HUL360,SELECTED TOPICS IN PHILOSOPHY,3.0,3,0,0,ARUDRA BURRA,0,
456,A,HUL362,ORGANIZATIONAL BEHAVIOUR,3.0,3,0,0,VARSHA SINGH,0,
457,A,HUL371,"SCIENCE, TECHNOLOGY AND SOCIETY",3.0,3,0,0,NAVEEN KAMALUDDIN,0,
458,M,HUL375,THE SOCIOLOGY OF RELIGION,3.0,3,0,0,SARBESWAR SAHOO,0,
459,M,HUL810,COMMUNICATION SKILLS,3.0,3,0,0,NAVEEN KAMALUDDIN,0,
460,HM,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,2.0,0,0,4,VARSHA SINGH,0,CORE
461,E,IDL711,INSTRUMENTATION TRANSDUCERS,3.0,3,0,0,D T SHAHANI,0,CORE
462,B,IDL713,ADVANCED ELECTRONIC AND COMP AND CIRCUITS,3.0,3,0,0,A L VYAS,0,
463,H,IDL731,OPTICAL COMPO. & BASIC INSTR,3.0,3,0,0,CHANDRA SHAKHER,0,
464,C,IDL735,SCIENTIFIC AND ENGINEERING APPLICATIONS OF MOIRE,3.0,2,0,2,"GUFRAN SAYEED KHAN",0,
465,J,IDL737,DISPLAY DIVICES AND TECHNOLOGIES,3.0,3,0,0,DALIP MEHTA,0,
466,P,IDP703,INSTRUMENT TECHNOLOGY,3.0,0,0,6,D T SHAHANI,0,CORE
467,P,IDP704,INSTRUMENT TECHNOLOGY LAB-II,3.0,0,0,6,D T SHAHANI,0,CORE
468,P,IDP705,ADVANCED INSTRUMENT TECHNOLOGY LAB,4.0,0,0,8,A L VYAS,0,CORE
469,P,IDS720,INDEPENDENT STUDY,3.0,0,3,0,A K AGARWALA,0,
470,A,ITL703,FUNDAMENTALS OF TRIBOLOGY,4.0,3,0,2,JAYASHREE BIJWE,0,CORE
471,M,ITL705,MATERIAL FOR TRIBOLOGICAL APPLICATIONS,3.0,3,0,0,DEEPAK KUMAR,0,CORE
472,B,ITL709,MAINTENANCE PLANNING & CONTROL,3.0,3,0,0,O P GANDHI,0,CORE
473,E,ITL711,"RELIABILITY AVAILABILITY AND MAINTAINABILITY(RAM)",3.0,3,0,0,O P GANDHI,0,CORE
474,H,ITL752,BULK MATERIALS HANDLING,3.0,2,0,2,V K AGARWAL,0,
