S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
494,F,MEL331,MACHINE-TOOLS AND CNC MANUFACTURING,4,3,0,2,P VMADHUSUDHAN RAO,35
495,F,MEL233,MACHINING; MACHINE-TOOLS AND METROLOGY,4,3,0,2,P VENKATESWARA RAO,79
496,F,MEL801,FIRE DYNAMICS & ENGINEERING,4,2,0,4,S R KALE,5
497,F,MEL851,INDUSTRIAL ENG CHALLENGES IN E-BUSINESS,3,3,0,0,VIPUL JAIN,38
498,F,MEP201,MECHANICAL ENGINEERING DRAWING,3,1,0,4,SATINDER PAUL SINGH,134
499,H,MEL221,INDUSTRIAL ENGINEERING AND OPERATIONS RESEARCH,4,3,0,2,KIRAN SETH,36
500,H,MEL140,ENGINEERING THERMODYNAMICS,4,3,1,0,M R RAVI,84
501,H,MEL342,POWER PLANT TECHNOLOGIES,4,3,0,2,SANJEEV JAIN,20
502,H,MEL345,INTERNAL COMBUSTION ENGINES,4,3,0,2,J P SUBRAMANYAM,31
503,H,MEL715,GAS DYNAMICS,4,3,0,2,SUBHRA DATTA,14
504,H,MEL671,VALUE ENGINEERING,3,2,0,2,A D GUPTA,23
505,J,MEL713,DESIGN OF IC ENGINE COMPONENTS & SUB-SYSTEMS,4,3,0,2,J P SUBRAMANYAM,34
506,J,MEL751,INDUSTRIAL ENGG. & SYSTEMS,4,3,0,2,ARUN KANDA,44
507,J,MEL344,REFRIGERATION AND AIR-CONDITIONING,4,3,0,2,P L DHAR,18
508,K,MEC410,COLLOQUIUM (ME),3,0,3,0,NARESH BHATNAGAR,69
509,K,MEC420,COLLOQUIUM (PE),3,0,3,0,SUNIL PANDEY,30
510,M,MEL323,INVESTMENT PLANNING,4,3,0,2,NOMESH BHOJKUMAR BOLIA,26
511,N,MEN120,INTRODUCTON PRODUCTIION AND INDUSTRALENGG,2,0,0,4,P M PANDEY,59
512,N,MEN110,INTRODUCTION TO MECHANIICAL ENGINEERING,2,0,0,4,SIVANANDAM ARAVINDAN,111
513,P,MEP601,INTRODUCTION TO COMPUTERS AND PROGRAMMING,2,0,0,4,GOPAL KRISHAN,32
514,P,MET410,PRACTICAL TRAINING,0,0,0,0,SUNIL JHA,59
515,P,MET420,PRACTICAL TRAINING,0,0,0,0,SUNIL JHA,27
516,P,MEL425,FLEXIBLE MANUFACTURING SYSTEMS,4,3,0,2,VIPUL JAIN,1
517,P,MEC601,MECHANICAL ENGINEERING SEMINARS,1,0,1,0,PRABAL TALUKDAR,41
518,P,MED310,MINI PROJECT (ME),4,0,0,8,SATINDER PAUL SINGH,5
519,P,MED895,MAJOR PROJECT,40,0,0,80,JAYANTA KUMAR DUTT,4
520,P,MED411,MAJOR PROJECT PART 1 (ME),3,0,0,6,SATINDER PAUL SINGH,69
521,P,MED421,MAJOR PROJECT PART 1 (PE),3,0,0,6,SATINDER PAUL SINGH,28
522,P,MED422,MAJOR PROJECT PART 2 (PE),7,0,0,14,SATINDER PAUL SINGH,4
523,P,MED811,MAJOR PROJECT PART-I,6,0,0,12,PRABAL TALUKDAR,12
524,P,MED812,MAJOR PROJECT PART-II,12,0,0,24,SANGEETA KOHLI,2
525,P,MED831,MAJOR PROJECT PART-I,6,0,0,12,A K DARPE,11
526,P,MED861,MAJOR PROJECT PART-I,6,0,0,12,VIPUL JAIN,7
527,P,MED881,MAJOR PROJECT PART-I,6,0,0,12,DIGAVALLI RAVI KUMAR,12
528,A,PHL567,ATOMIC & MOLEC SPECTROSCOPY,4,3,1,0,S C KASHYAP,37
529,A,PHL723,VACUUM SCIENCE AND CRYOGENICS,3,3,0,0,SUJEET CHAUDHARY,16
530,B,PHL753,OPTICAL SYSTEM DESIGN,3,3,0,0,KEHAR SINGH,24
531,B,PHL555,QUANTUM MECHANICS,4,3,1,0,AJIT KUMAR,57
532,B,EPL105,OPTICS,4,3,1,0,ANURAG SHARMA,72
533,B,EPL335,LOW DIMENSIONAL PHYSICS,4,3,1,0,V D VANKAR,34
534,C,EPL101,CLASSICAL MECHANICS & RELATIVITY,4,3,1,0,SANTANU GHOSH,67
535,C,PHL569,NUCLEAR PHYSICS,4,3,1,0,AMRUTA MISHRA,35
536,C,PHL701,ELECTRONIC PROPERTIES OF MATERIALS,3,3,0,0,NEERAJ KHARE,20
537,C,PHL755,STATISTICAL & QUANTUM OPTICS,3,3,0,0,SUBHASH CHOPRA,9
538,D,PHL791,FIBER OPTICS,3,3,0,0,B P PAL,51
539,D,PHL705,PHYSICS OF SEMICONDUCTOR DEVICES,3,3,0,0,VIKRAM KUMAR,27
540,D,PHL553,MATHEMATICAL PHYSICS,4,3,1,0,H C GUPTA,54
541,D,PHL110,FIELDS AND WAVES,4,3,1,0,K THYAGARAJAN,353
542,D,EPL107,ELECTROMAGNETICS,4,3,1,0,R D TAREY,68
543,D,EPL446,SPINTRONICS AND DATA STORAGE,3,3,0,0,D K PANDYA,17
544,E,EPL442,FIBER AND INTEGRATED OPTICS,3,3,0,0,R K VARSHNEY,19
545,E,EPL331,VACUUM TECHNOLOGY AND SURFACE PHYSICS,3,3,0,0,G B REDDY,1
546,E,EPL103,MATHEMATICAL PHYSICS,4,3,1,0,VARSHA BANERJEE,67
547,E,PHL551,CLASSICAL MECHANICS,4,3,1,0,D RANGANATHAN,50
548,E,PHL707,CHARACTERIZATION OF MATERIALS,3,3,0,0,RATANAMALA CHATTERJEE,41
549,E,PHL793,SEMICONDUCTOR OPTOELECTRO-NICS,3,3,0,0,G B REDDY,35
550,F,PHL703,MATERIALS TECHNOLOGY,3,3,0,0,PANKAJ SRIVASTAVA,20
551,F,PHL751,OPTICAL SOURCES DETECTORS AND PHOTOMETRY,3,3,0,0,JOBY JOSEPH,24
552,F,PHL565,COOPERATIVE PHENOMENA IN SOLIDS,4,3,1,0,SANKALPA GHOSH,35
553,F,EPL211,PRINCIPLES OF MATERIAL SYNTHESIS,4,3,1,0,BODH RAJ,53
554,F,EPL338,NON-LINEAR PHENOMENA IN PHYSICS AND ENGINEERING,4,3,1,0,V K TRIPATHY,12
555,H,EPL445,ENGINEERING OPTICS,3,3,0,0,B D GUPTA,26
556,H,PHL654,EXPERIMENTAL METHODS,3,3,0,0,MUKESH CHANDER,31
557,H,PHL557,ELECTRONICS,4,3,1,0,JITENDRA PRATAP SINGH,50
558,H,PHL727,QUANTUM HETEROSTRUCTURES,3,3,0,0,R K SONI,15
559,J,PHL795,OPTICS AND LASERS,3,3,0,0,P SENTHILKUMARAN,37
560,J,PHL800,NUMERICAL & COMPUTATIONAL METHODS IN RESEARCH,3,3,0,0,H C GUPTA,27
561,J,EPL213,FUNDAMENTALS OF SEMICONDUCTORS,4,3,1,0,RAJENDRA SINGH,56
562,K,EPC410,COLLOQUIUM (PH),3,0,3,0,NEERAJ KHARE,38
563,N,EPN110,IINTRODUCTION TO ENGINEERING PHYSICS,2,0,0,4,B P PAL,62
564,P,EPD412,MAJOR PROJECT PART 2 (PH),7,0,0,14,GADDAM VIJAYA PRAKASH,4
565,P,EPD310,MINI PROJECT (PH),3,0,0,6,RATANAMALA CHATTERJEE,10
566,P,EPD411,MAJOR PROJECT PART 1 (PH),3,0,0,6,GADDAM VIJAYA PRAKASH,38
567,P,PHP561,LABORATORY I,6,0,0,12,V D VANKAR,50
568,P,PHP563,ADVANCED LABORATORY,4,0,0,8,V D VANKAR,35
569,P,PHD851,MAJOR PROJECT PART-I,6,0,0,12,B D GUPTA,16
570,P,PHD651,PROJECT I,3,0,0,6,M R SHENOY,35
571,P,PHD801,MAJOR PROJECT PART-I,6,0,0,12,NEERAJ KHARE,15
572,P,EPP109,PHYSICAL LABORATORY I,3,0,0,6,SANTANU GHOSH,49
573,P,EPP215,PHYSICS LABORATORY - II,3,0,0,6,SUJEET CHAUDHARY,43
574,P,EPP301,DESIGN LABORATORY,4,0,0,8,R D TAREY,39
575,P,EPT410,PRACTICAL TRAINING,0,0,0,0,NEERAJ KHARE,38
576,P,PHP711,SOLID STATE MATERIALS LAB-I,4.5,0,0,9,RAJENDRA SINGH,16
577,P,PHP761,OPTICS LABORATORY- I,3,0,0,6,P SENTHILKUMARAN,23
578,P,PHP763,OPTICAL WORKSHOP,3,0,0,6,RAKESH KUMAR,23
579,Q,PHP100,PHYSICS LABORATORY,2,0,0,4,ALOKA SINHA,433
580,A,TTL711,POLYMER AND FIBRE CHEMISTRY,3,3,0,0,MANJEET JASSAL,17
581,A,TTL721,THEORY OF YARN STRUCTURE,3,2,1,0,S M ISHTIAQUE,22
582,B,TTL772,COMPUTER PROGRAMMING AND ITS APPLICATION,3,2,0,2,PRAGYA JAIN,36
583,B,TTL211,STRUCTURE & PHYSICAL PROPERTIES OF FIBRES,3,3,0,0,SOURABH GHOSH,69
584,B,TTP200,DESIGN OF TEXTILE PRODUCTS AND PROCESSES,2,0,0,4,DEEPTI GUPTA,65
585,C,TTP221,YARN MANUFACTURE LAB I,1,0,0,2,DIPAYAN DAS,72
586,C,TTP361,TEXTILE TESTING LABORATORY,1,0,0,2,SOURABH GHOSH,53
587,C,TTL221,YARN MANUFACTURE I,4,3,1,0,R ALAGIRUSAMY,86
588,C,TTL771,ELECTRONICS AND CONTROLS FOR TEXTILE INDUSTRY,4,3,0,2,SUNEET TULI,22
589,C,TTL752,FUNCTIONAL TEXTILE ENVELOPES,3,2,0,2,DEEPTI GUPTA,6
590,C,TTL741,COLOURATION OF TEXTILES,3,3,0,0,M L GULRAJANI,20
591,D,TTL731,THEORY OF FABRIC STRUCTURE,3,2,1,0,DIPAYAN DAS,25
592,D,TTL712,POLYMER AND FIBRE PHYSICS,3,3,0,0,B L DEOPURA,17
593,D,TTP211,INTRODUCTION TO FIBRES,2,1,0,2,BHANU NANDAN,83
594,E,TTP231,FABRIC MANUFACTURE LABORATORY I,1,0,0,2,P K BANERJEE,75
595,E,TTL713,TECHNOLOGY OF MELT SPUN FIBRES,4,3,1,0,ASHWINI K AGRAWAL,17
596,E,TTL722,MECHANICS OF SPINNING PROCESS,3,3,0,0,R S RENGASAMY,22
597,E,TTL750,SCIENCE OF CLOTHING COMFORT,3,3,0,0,APURBA DAS,56
598,E,TTL231,FABRIC MANUFACTURE I,4,3,1,0,ABHIJIT MUJUMDAR,79
599,E,TTL361,TEXTILE TESTING,3,3,0,0,B KBEHERA,54
600,E,TTL363,TECHNICAL TEXTILES,4,3,1,0,MANGALA JOSHI,7
601,F,TTL362,THEORY OF TEXTILE STRUCTURES,5,3,2,0,AMIT RAWAL,66
602,F,TTL241,TECHNOLOGY OF TEXTILE PREPARATION & FINISHING,3,3,0,0,B S BUTOLA,73
603,F,TTL724,TEXTURED YARN TECHNOLOGY,3,3,0,0,KUSHAL SEN,26
604,F,TTP241,TECHNOLOGY OF TEXTILE PREARATION & FINISHING LAB,1.5,0,0,3,SAMRAT MUKHOPADHYAY,85
605,H,TTL742,THEORY AND PRACTICE OF TEXTILE FINISHING,3,2,0,2,DEEPTI GUPTA,12
606,H,TTL321,MECHANICS OF SPINNING MACHINERY,3,2,1,0,R S RENGASAMY,42
607,J,TTL311,HIGH PERFORMANCE AND SPECIALTY FIBRES,3,3,0,0,MANJEET JASSAL,13
608,J,TTL866,FUNCTIONAL & HIGH PERFORMANCE TEXTILES,3,2,1,0,BHUVANESH GUPTA,8
609,J,TTP761,EVALUATION OF TEXTILE MATERIAL,1,0,0,2,APURBA DAS,23
610,N,TTN110,INTRODUCTION TO TEXTILE TECHNOLOGY,2,0,0,4,KUSHAL SEN,90
611,P,TTL761,COSTING PROJECT FORMULATION AND APPRAISAL,3,2,1,0,B KBEHERA,29
612,P,TTD893,MAJOR PROJECT PART-I,6,0,0,12,APURBA DAS,28
613,P,TTD411,MAJOR PROJECT PART 1 (TT),3,0,0,6,DIPAYAN DAS,49
614,P,TTD891,MAJOR PROJECT PART-I,6,0,0,12,MANGALA JOSHI,16
615,P,TTC410,COLLOQUIUM (TT),3,0,3,0,SAMRAT MUKHOPADHYAY,47
616,P,TTP711,POLYMER & FIBRE CHEMISTRY LABORATORY,1.5,0,0,3,MANJEET JASSAL,16
617,P,TTP712,POLYMER & FIBRE PHYSICS LABORATORY,1.5,0,0,3,MANGALA JOSHI,16
618,A,CRL711,CAD OF RF AND MICROWAVE DEVICES,4,3,0,2,S K KAUL,32
619,B,CRL722,RF AND MICROWAVE SOLID STATE DEVICES,3,3,0,0,SUDHIR CHANDRA,86
620,B,CRL733,SELECTED TOPICS IN RFDT-III,3,3,0,0,MANISH SHARMA,20
621,D,CRL707,HUMAN & MACHINE SPEECH COMMUNICATION,3,3,0,0,ARUN KUMAR,7
622,F,CRL715,RADIATING SYSTEM FOR RF COMMUNICATION,3,3,0,0,ANANJAN BASU,16
623,H,CRL713,FUNDAMENTAL OF RF ELECTRONICS,3,2,0,2,B S PANWAR,26
624,H,CRL731,SELECTED TOPICS IN RFDT-I,3,3,0,0,RAJENDRA BAHL,6
625,J,CRL732,SELECTED TOPICS IN RFDT-II,3,3,0,0,MONIKA AGGARWAL,15
626,P,CRP723,FABRICATION TECHNIQUES FOR RF & MICROWAVE DEVICES,3,1,0,4,VIKAS RANA,26
627,P,CRD811,MAJOR PROJECT PART-I,6,0,0,12,ARUN KUMAR,29
628,A,ASL703,PHYSICS OF ATMOSPHERE AND OCEAN,3,3,0,0,O P SHARMA,20
629,B,ASL705,BOUNDARY LAYER METEOROLOGY AND AIR POLLUTION,3,3,0,0,U C MOHANTY,17
630,C,ASL701,DYNAMICS OF ATMOSPHERE AND OCEAN,3,3,0,0,MAITHILI SHARAN,19
631,D,ASL715,SCIENCE OF CLIMATE CHANGE,4,3,0,2,KRISHNA ACHUTA RAO,12
632,E,ASL803,ADVANCED DYNAMIC OCEANOGRAPHY,3,3,0,0,A D RAO,13
633,F,ASL707,MATHEMATICAL & STATISTICAL METHODS IN ATMOSPHERIC,3,3,0,0,G JAYARAMAN,24
634,J,ASL724,ATMOSPHERIC DIFFUSION AND AIR POLLUTION,3,3,0,0,MANJU MOHAN,14
635,K,ASL410,NUMERICAL SIMULATION OF ATMOSPHERIC AND OCEANIC PH,4,3,0,2,S K DASH,71
636,K,ASL710,ATMOSHPHERIC PHYSICS,3,3,0,0,R C RAGHAVA,37
637,P,ASP751,SIMULATION LAB-I: WHETHERANALYSIS & FORECASTING,2,0,0,4,POORNIMA AGARWAL,14
638,P,ASD891,MAJOR PROJECT PART-I,6,0,0,12,MANJU MOHAN,15
639,P,ASP801,SIMULATION LAB-III OCEAN-ATMOSPHERE FORECAST METH,3,0,1,4,S K DUBE,10
640,H,BML700,INTRODUCTION TO BASIC MEDICAL SCS FOR ENGINEERS,3,3,0,0,NIVEDTTA KARMAKAR,18
641,P,BMV850,EMERGING BIO-MEDICAL TECHNOLOGY AND HEALTH CARE,1,1,0,0,SNEH ANAND,52
642,P,BMV870,VASCULAR BIOENGINEERING,1,1,0,0,SNEH ANAND,24
643,A,ESL330,"ENERGY, ECOLOGY AND ENVIRONMENT",4,3,1,0,T C KANDPAL,18
644,A,ESL732,BIOCONVERSION AND PROCESSING OF WASTE,3,3,0,0,M G DASTIDAR,26
645,B,ESL740,NON-CONVENTIONAL SOURCES OF ENERGY,3,3,0,0,H DPANDEY,102
646,C,ESL714,POWER PLANT ENGG,3,3,0,0,K A SUBRAMANIAN,31
647,D,ESL760,HEAT TRANSFER,3,3,0,0,S C MULLICK,38
648,D,ESL870,FUSION ENERGY,3,3,0,0,H DPANDEY,25
649,D,JED801,MAJOR PROJECT PART-I,6,0,0,12,M G DASTIDAR,23
650,E,ESL774,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG,3,3,0,0,A GANGULI,9
651,F,ESL875,ALTERNATIVE FUELS FOR TRANSPORTATION,3,3,0,0,L M DAS,43
652,F,ESL711,FUEL TECHNOLOGY,3,3,0,0,D K SHARMA,79
653,H,ESL860,ELECTRICAL POWER SYSTEMS ANALYSIS,3,3,0,0,R BALASUBRAMANIAM,10
654,J,ESL770,SOLAR ENERGY UTILIZATION,3,3,0,0,VIRESH DUTTA,14
655,K,ESL810,MHD POWER GENERATION,3,3,0,0,R P SHARMA,10
656,K,ESL850,SOLAR REFRIGERATION AND AIR CONDITIONING,3,3,0,0,S C KAUSHIK,6
657,M,ESL768,WIND & SMALL HYDRO ENERGY SYSTMS,3,3,0,0,T SBHATTI,75
658,P,ESP713,ENERGY LABORATORY,3,0,0,6,G N TEWARI,31
659,P,JED802,MAJOR PROJECT PART-II,12,0,0,24,M G DASTIDAR,1
660,P,JSD801,MAJOR PROJECT PART-I,6,0,0,12,M G DASTIDAR,23
661,X,ESL704,BASIC THERMAL ENGG,1,1,0,0,S C KAUSHIK,22
662,X,ESL730,DIRECT ENERGY CONVERSION,3,3,0,0,VIRESH DUTTA,38
663,Y,ESL745,ENVIRONNENTAL AUDIT & IMPACT ASSESSMENT,3,3,0,0,AVINASH CHANDRA,38
664,Y,ESL712,BASIC ELECTRICAL ENGG,1,1,0,0,VIRESH DUTTA,32
665,Z,ESL777,ENVIRONMENTAL SCIENCE AND ENGINEERING,3,3,0,0,SUBODH KUMAR,46
666,Z,ESL710,"ENERGY,ECOLOGY AND ENVIRONMENT",3,3,0,0,M G DASTIDAR,38
667,Z,ESL791,APPLIED MATHEMATICS & COMPUTATIONAL METHODS,1,1,0,0,MRS R UMA,46
668,B,IDL721,MATERIAL & MECH DESIGN,4,3,0,2,I P SINGH,20
669,C,DIP751,COMMUNICATION & PRESENTATION SKILLS,4,1,0,6,L K DAS,4
670,E,IDL711,INSTRUMENTATION TRANSDUCERS,3,3,0,0,D T SAHANI,77
671,E,DIL711,FRAMEWORK OF DESIGN,4,2,0,4,L K DAS,3
672,F,IDL713,ADVANCED ELECTRONIC AND COMP AND CIRCUITS,3,3,0,0,A L VYAS,1
673,F,DIP811,PRODUCT SYSTEMS SERVICES AND ENVIRONMENT,3,1,0,4,L K DAS,20
674,H,DIL731,APPLIED ERGONOMICS,3.5,2,0,3,DINESH MOHAN,3
675,H,IDL731,OPTICAL COMPO. & BASIC INSTR,3,3,0,0,CHANDRA SHAKHER,21
676,J,IDL730,PHOTOCHEMICAL MACHINING,3,2,0,2,RAKESH KUMAR,8
677,K,IDL737,DISPLAY DIVICES AND TECHNOLOGIES,3,3,0,0,DALIP SINGH MEHTA,18
678,P,DIR857,ANIMATION,2.5,1,0,3,KIRAN SETH,40
679,P,DIR853,COMPUTER AIDED INDUSTRIAL DESIGN,2.5,1,0,3,S K ATREYA,20
680,P,DID891,PROJECT - III,8.5,0,1,15,S K ATREYA,19
681,P,DIP741,PRODUCT FORM AND AESTHETICS,3,1,0,4,L K DAS,3
682,P,DIC701,SEMINARS,1,0,0,2,I P SINGH,27
683,P,DIP791,PROJECT INTERFACE DESIGN(PROJECT-I),4,0,1,6,S K ATREYA,1
684,P,IDP703,INSTRUMENT TECHNOLOGY,3,0,0,6,N K JAIN,19
685,P,JTD801,MAJOR PROJECT PART-I,6,0,0,12,A L VYAS,11
686,P,JTS801,INDEPENDENT STUDY,3,0,3,0,I P SINGH,1
687,P,IDP705,ADVANCED INSTRUMENT TECHNOLOGY LAB,4,0,0,8,A L VYAS,13
688,S,DIP721,EXPLORATORY PRODUCT DESIGN METHODS,3,1,0,4,S K ATREYA,3
689,V,DIP781,ENGG FUNCTION MATERIALS & PROCESSES,3,1,0,4,L K DAS,3
690,V,DIP841,ADVANCED FORM STUDIES,3.5,1,0,5,S K ATREYA,19
691,F,JOP791,FIBER OPTICS AND OPTICAL COMMUNICATIONS LAB,3,0,0,6,VINOD CHANDRA,27
692,P,JMS800,INDEPENDENT STUDY (JTM),3,3,0,0,SWADES KUMAR DE,2
693,P,JVS802,INDEPENDENT STUDY,3,0,3,0,M JAGADESH KUMAR,3
694,P,JOD801,MAJOR PROJECT PART-I,6,0,0,12,SUBRAT KAR,15
695,A,ITL703,FUNDAMENTALS OF TRIBOLOGY,4,3,0,2,JAYASHREE BIJWE,17
696,B,ITL709,MAINTENANCE PLANNING & CONTROL,3,3,0,0,O P GANDHI,24
697,C,ITL730,LUBRICANTS,3,2,0,2,JAYASHREE BIJWE,27
698,D,ITL705,MATERIAL FOR TRIBOLOGICAL APPLICATIONS,3,3,0,0,JAYASHREE BIJWE,17
699,E,ITL810,BEARING LUBRICATION,3,2,0,2,R KPANDEY,15
700,H,ITL760,NOISE MONITORING AND CONTROL,3,2,0,2,NARESH TANDON,6
701,J,ITL752,BULK MATERIALS HANDLING,3,2,0,2,V K AGARWAL,8
702,M,ITL711,RELIABILITY AVAILABILITY AND MAINTAINABILITY(RAM),3,3,0,0,O P GANDHI,15
703,P,JID801,MAJOR PROJECT PART-I,6,0,0,12,JAYASHREE BIJWE,15
704,J,VEL710,TRADITIONAL KNOWLEDGE AND VALUES,3,2,1,0,VIJAYARAGHAVAN M CHARIAR,27
705,P,VED750,MINOR PROJECT,3,0,0,6,M R RAVI,6
706,B,PTL707,POLYMER ENGG. & RHEOLOGY,3,3,0,0,A K GHOSH,40
707,C,PTL705,POLYMER CHARACTERIZATION,3,2,0,2,JOSEMON JACOB,48
708,D,PTL701,POLYMER CHEMISTRY,3,3,0,0,VEENA CHAUDHARY,32
709,E,PTL703,POLYMER PHYSICS,3,3,0,0,A K GUPTA,30
710,F,PTL709,POLYMER TECHNOLOGY,3,3,0,0,S N MAITI,30
711,J,PTL724,POLYMERIC COATINGS,3,3,0,0,HARPAL SINGH,19
712,M,PTL726,POLYMERIC NANOMATERIALS AND NANOCOMPOSITES,3,3,0,0,BHABANI KUMAR SATAPATHY,19
713,P,PTP710,POLYMER SCI LAB,2,0,0,4,VEENA CHAUDHARY,30
714,P,JPD801,MAJOR PROJECT PART-I,6,0,0,12,VEENA CHAUDHARY,24
715,B,RDL340,TECHNOLOGY AND COMMUNITY DEVELOPMENT,4,3,1,0,SANTOSH,79
716,B,RDL807,"WOMEN,TECHNOLOGY AND DEVELOPMENT",3,2,0,2,SATYAWATI SHARMA,16
717,D,RDL730,TECHNOLOGY ALTERNATIVES FOR RURAL DEVELOPMENT,3,3,0,0,VIJAYARAGHAVAN M CHARIAR,69
718,E,RDL801,SUCCESSFUL FORMS OF GRASSROOT ORGANIZATIONS,3,2,0,2,VIJAYARAGHAVAN M CHARIAR,23
719,F,RDL722,RURAL ENERGY SYSTEMS,3,3,0,0,VIRENDRA KUMAR VIJAY,46
720,J,RDL700,BIOMAS PRODUCTION,3,3,0,0,SATYAWATI SHARMA,57
721,M,RDL740,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,3,3,0,0,ANUSHREE MALIK,8
722,M,RDL726,"HERBAL,MEDICINAL ANDAROMATIC PRODUCTS",3,2,0,2,S NNAIK,14
723,P,RDD750,MINOR PROJECT,3,3,0,0,SATYAWATI SHARMA,19
724,B,SBL706,BIOLOGICS,3,3,0,0,ARCHANA CHUGH,10
725,E,SBV883,CHAPERONE AND PROTEIN CONFORMATIONAL DISORDERS,1,1,0,0,TAPAN KUMAR CHAUDHURI,23
726,H,SBS800,INDEPENDENT STUDY,3,0,3,0,JAMES GOMES,5
727,J,SBV884,ELEMENTS OF NEUROSCIENCE,1,1,0,0,JAMES GOMES,20
728,K,SBV887,CURRENT TOPICS IN COMPUTATIONAL BIOLOGY,1,1,0,0,ADITYA MITTAL,10
729,K,SBV885,PROTEIN AGGREGATIAONS ANDDISEASES,1,1,0,0,BISHWAJIT KUNDU,10
730,M,SBC795,GRADUATE STUDENT RESEARCH SEMINAR,1,0,0,2,JAMES GOMES,11
731,M,SBL701,BIOMETRY,3,3,0,0,ADITYA MITTAL,10
732,P,SBV889,DIAGNOSTIC VIROLOGY,1,1,0,0,VIVEKANANDAN PERUMAL,4
733,P,SBV890,KINETOPLASTID PARASITES AND NOVEL TARGETS,1,1,0,0,CHINMOY SANKAR DEY,4
734,P,SBV891,VIRUS-HOST INTERACTIONS,1,1,0,0,MANIDIPA BANERJEE,9
735,P,SID890,MS RESEARCH PROJECT,40,0,0,80,SANJIVA PRASAD,7
736,P,SIV861,INFORMATION & COMM TECHNOLOGIES & DEVELOPMENT,1,1,0,0,AADITESHWAR SETH,30
737,P,SIV864,SPECIAL MODULE ON MEDIA PROCESSING & COMMUNICATION,1,1,0,0,PREM KUMAR KALRA,8
738,P,BSD895,MAJOR PROJECT(MSR),40,0,0,80,SWADES KUMAR DE,4
739,P,SID880,MINOR PROJECT IN INFORMATION TECHNOLOGY,3,0,0,6,SANJIVA PRASAD,1
